Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1741160780,66,,Aggregated,517.100000,0.000000,8,11,13,16,22,28,40,52,110,410,450,19649,3,8,11.541845373100038,1.675382984103635,451.69938800972886,31435.166827828387
1741160780,67,,Aggregated,517.100000,0.000000,8,11,14,16,22,29,40,52,130,410,450,19925,3,8,11.635751983836185,1.675382984103635,451.69938800972886,31715.19764115433
1741160781,67,,Aggregated,522.000000,0.000000,8,11,14,16,22,29,41,53,130,400,450,20213,3,8,11.692758216239616,1.675382984103635,451.69938800972886,32088.529312818482
1741160781,68,,Aggregated,522.000000,0.000000,8,11,14,16,23,29,41,54,130,400,450,20504,3,8,11.7642838196813,1.675382984103635,451.69938800972886,32384.613636363636
1741160782,68,,Aggregated,531.900000,0.000000,8,11,14,16,23,29,42,54,130,400,450,20793,3,8,11.80430535199016,1.675382984103635,451.69938800972886,32702.987111046987
1741160782,69,,Aggregated,531.900000,0.000000,8,11,14,16,23,29,42,54,130,400,450,21116,3,8,11.840985646815247,1.675382984103635,451.69938800972886,32976.33827429437
1741160783,69,,Aggregated,537.400000,0.000000,8,11,14,16,23,29,42,56,130,400,450,21392,3,8,11.92840081540489,1.675382984103635,451.69938800972886,33141.40893792072
1741160783,70,,Aggregated,537.400000,0.000000,8,11,14,16,23,30,43,56,130,400,450,21717,3,8,12.022814381961544,1.675382984103635,451.69938800972886,33424.997052999955
1741160784,70,,Aggregated,545.600000,0.000000,8,11,14,16,23,30,43,56,130,400,450,22027,4,8,12.065924700366027,1.675382984103635,451.69938800972886,33696.02887365506
1741160784,71,,Aggregated,545.600000,0.000000,8,11,14,16,23,30,43,56,130,400,450,22322,4,8,12.107066606449893,1.675382984103635,451.69938800972886,33943.41550936296
1741160785,71,,Aggregated,556.600000,0.000000,9,11,14,17,23,30,43,57,130,400,450,22633,4,9,12.152812618059988,1.675382984103635,451.69938800972886,34286.99160517828
1741160785,72,,Aggregated,556.600000,0.000000,9,12,14,17,23,30,43,57,130,400,450,22939,4,9,12.158068981152486,1.675382984103635,451.69938800972886,34456.86900039235
1741160786,72,,Aggregated,565.200000,0.000000,9,12,14,17,23,30,44,57,130,400,450,23260,4,9,12.228182655281582,1.675382984103635,451.69938800972886,34699.12222699914
1741160786,73,,Aggregated,565.200000,0.000000,9,12,14,17,23,30,44,58,130,400,450,23571,4,9,12.284333315241597,1.675382984103635,451.69938800972886,35022.78592338043
1741160787,73,,Aggregated,570.300000,0.100000,9,12,15,17,24,31,45,58,130,400,450,23893,4,9,12.344810096825755,1.675382984103635,451.69938800972886,35293.92160883941
1741160787,74,,Aggregated,570.300000,0.100000,9,12,15,17,24,31,45,59,130,400,450,24192,4,9,12.409337636570315,1.675382984103635,451.69938800972886,35522.871775793654
1741160788,74,,Aggregated,580.100000,0.100000,9,12,15,17,24,31,45,59,130,400,450,24465,4,9,12.455914106959755,1.675382984103635,451.69938800972886,35767.655017371755
1741160788,75,,Aggregated,580.100000,0.100000,9,12,15,17,24,31,46,59,130,400,450,24780,4,9,12.530817559832306,1.675382984103635,451.69938800972886,36012.90589184826
1741160789,75,,Aggregated,590.200000,0.100000,9,12,15,17,24,32,47,60,140,400,450,25117,4,9,12.632678286716358,1.675382984103635,451.69938800972886,36310.54759724489
1741160789,76,,Aggregated,590.200000,0.100000,9,12,15,17,24,32,47,60,140,400,450,25419,4,9,12.667104607761189,1.675382984103635,451.69938800972886,36529.48208033361
1741160790,76,,Aggregated,592.500000,0.100000,9,12,15,17,24,32,47,61,140,400,450,25751,4,9,12.723490242586509,1.675382984103635,451.69938800972886,36809.17443982758
1741160790,77,,Aggregated,592.500000,0.100000,9,12,15,17,24,32,47,60,140,400,450,26093,4,9,12.761796970435421,1.675382984103635,451.69938800972886,37072.405894301155
